per;Währung;NAV;Umlaufende Anteile;Fondsvermögen;Ertragsserie des Produktes;Benchmark Ertragserie
09.Nov.2012;EUR;33.34;4’400’000.00;146’677’931.32;129.30;134.94
08.Nov.2012;EUR;33.33;4’400’000.00;146’649’218.50;129.27;134.91
07.Nov.2012;EUR;33.49;4’400’000.00;147’337’016.22;129.88;135.55
06.Nov.2012;EUR;34.05;4’400’000.00;149’810’593.76;132.06;137.87
05.Nov.2012;EUR;33.94;4’400’000.00;149’333’326.21;131.64;137.42
02.Nov.2012;EUR;34.25;4’400’000.00;150’693’450.49;132.84;138.68
01.Nov.2012;EUR;34.18;4’400’000.00;150’393’428.39;132.57;138.40
31.Okt.2012;EUR;33.92;4’400’000.00;149’262’470.27;131.58;137.34
30.Okt.2012;EUR;34.41;4’400’000.00;151’389’100.41;133.45;139.32
29.Okt.2012;EUR;33.80;4’400’000.00;148’703’868.57;131.08;136.82
26.Okt.2012;EUR;34.05;4’400’000.00;149’835’581.02;132.08;137.87
25.Okt.2012;EUR;33.95;4’400’000.00;149’371’626.62;131.67;137.44
24.Okt.2012;EUR;34.05;4’400’000.00;149’840’244.37;132.09;137.87
23.Okt.2012;EUR;33.82;4’400’000.00;148’810’093.22;131.18;136.91
22.Okt.2012;EUR;34.56;4’400’000.00;152’083’052.85;134.06;139.96
19.Okt.2012;EUR;34.88;4’400’000.00;153’452’935.75;135.27;141.23
18.Okt.2012;EUR;35.06;4’400’000.00;154’257’179.81;135.98;141.97
17.Okt.2012;EUR;35.05;4’400’000.00;154’215’780.03;135.94;141.93
16.Okt.2012;EUR;34.64;4’400’000.00;152’411’166.56;134.35;140.25
15.Okt.2012;EUR;34.25;4’400’000.00;150’681’315.31;132.83;138.63
12.Okt.2012;EUR;34.58;4’400’000.00;152’135’115.19;132.62;138.41
11.Okt.2012;EUR;34.98;4’400’000.00;153’897’279.44;134.15;140.05
10.Okt.2012;EUR;34.71;4’400’000.00;152’744’536.68;133.15;138.97
09.Okt.2012;EUR;34.73;4’400’000.00;152’833’478.26;133.22;139.05
08.Okt.2012;EUR;34.66;4’500’000.00;155’949’004.75;132.92;138.72
05.Okt.2012;EUR;34.88;4’500’000.00;156’950’461.59;133.77;139.63
04.Okt.2012;EUR;34.62;4’500’000.00;155’780’242.26;132.77;138.56
03.Okt.2012;EUR;34.87;4’500’000.00;156’928’346.24;133.75;139.60
02.Okt.2012;EUR;35.02;4’500’000.00;157’598’638.35;134.32;140.21
01.Okt.2012;EUR;35.07;4’500’000.00;157’827’712.73;134.52;140.42
28.Sept.2012;EUR;34.69;4’500’000.00;156’091’522.99;133.04;138.83
27.Sept.2012;EUR;35.12;4’500’000.00;158’056’705.20;134.71;140.61
26.Sept.2012;EUR;35.05;4’500’000.00;157’703’982.19;134.41;140.29
25.Sept.2012;EUR;35.72;4’500’000.00;160’755’609.04;137.02;143.11
24.Sept.2012;EUR;35.54;4’500’000.00;159’917’006.77;136.30;142.34
21.Sept.2012;EUR;35.47;4’500’000.00;159’608’388.49;136.04;142.12
20.Sept.2012;EUR;35.39;4’500’000.00;159’267’172.48;135.75;141.81
19.Sept.2012;EUR;35.60;4’500’000.00;160’220’915.07;136.56;142.68
18.Sept.2012;EUR;35.50;4’500’000.00;159’730’190.73;136.14;142.23
17.Sept.2012;EUR;35.93;4’500’000.00;161’678’447.49;137.80;144.00
14.Sept.2012;EUR;36.07;4’500’000.00;162’303’422.83;138.33;144.56
13.Sept.2012;EUR;35.45;4’500’000.00;159’511’931.34;135.96;142.02
12.Sept.2012;EUR;35.34;4’500’000.00;159’041’830.16;135.55;141.60
11.Sept.2012;EUR;35.43;4’500’000.00;159’419’726.99;135.88;141.93
10.Sept.2012;EUR;35.27;4’500’000.00;158’697’119.99;135.26;141.28
07.Sept.2012;EUR;35.26;4’500’000.00;158’661’087.00;135.23;141.24
06.Sept.2012;EUR;35.18;4’500’000.00;158’327’776.01;134.95;140.93
05.Sept.2012;EUR;34.35;4’500’000.00;154’569’829.35;131.74;137.52
04.Sept.2012;EUR;34.88;4’500’000.00;156’956’943.01;133.78;139.68
03.Sept.2012;EUR;35.36;4’500’000.00;159’107’156.38;135.61;141.63
31.Aug.2012;EUR;35.07;4’500’000.00;157’798’868.09;134.50;140.44
30.Aug.2012;EUR;34.91;4’500’000.00;157’107’575.33;133.91;139.81
29.Aug.2012;EUR;35.08;4’500’000.00;157’847’074.26;134.54;140.47
28.Aug.2012;EUR;35.06;4’500’000.00;157’748’501.14;134.45;140.38
27.Aug.2012;EUR;35.20;4’500’000.00;158’385’240.76;134.99;140.96
24.Aug.2012;EUR;35.09;4’500’000.00;157’911’649.89;134.59;140.53
23.Aug.2012;EUR;35.15;4’500’000.00;158’168’509.53;134.81;140.75
22.Aug.2012;EUR;35.41;4’500’000.00;159’365’947.00;135.83;141.84
21.Aug.2012;EUR;35.80;4’500’000.00;161’119’234.95;137.33;143.42
20.Aug.2012;EUR;35.85;4’500’000.00;161’342’940.01;137.52;143.63
17.Aug.2012;EUR;36.13;4’500’000.00;162’578’506.71;138.57;144.74
16.Aug.2012;EUR;35.88;4’500’000.00;161’470’316.54;137.62;143.73
15.Aug.2012;EUR;35.88;4’500’000.00;161’448’122.44;137.61;143.70
14.Aug.2012;EUR;35.79;4’500’000.00;161’058’334.62;137.27;143.35
13.Aug.2012;EUR;35.49;4’500’000.00;159’691’995.32;136.11;142.11
10.Aug.2012;EUR;35.71;4’500’000.00;160’686’513.08;136.96;143.01
09.Aug.2012;EUR;35.72;4’500’000.00;160’725’278.99;136.99;143.04
08.Aug.2012;EUR;35.68;4’500’000.00;160’569’463.28;136.86;142.91
07.Aug.2012;EUR;35.62;4’500’000.00;160’300’745.44;136.63;142.67
06.Aug.2012;EUR;34.83;4’500’000.00;156’723’563.16;133.58;139.43
03.Aug.2012;EUR;34.63;4’500’000.00;155’843’687.66;132.83;138.63
02.Aug.2012;EUR;33.84;4’500’000.00;152’273’891.22;129.79;135.40
01.Aug.2012;EUR;34.06;4’500’000.00;153’266’767.85;130.63;136.30
31.Juli2012;EUR;33.93;4’500’000.00;152’693’604.51;130.14;135.78
30.Juli2012;EUR;34.53;4’500’000.00;155’394’231.60;132.45;138.22
27.Juli2012;EUR;33.94;4’500’000.00;152’740’803.27;130.18;135.83
26.Juli2012;EUR;33.52;4’500’000.00;150’822’622.22;128.55;134.08
25.Juli2012;EUR;32.90;4’500’000.00;148’036’540.44;126.17;131.58
24.Juli2012;EUR;33.06;4’500’000.00;148’753’559.70;126.79;132.22
23.Juli2012;EUR;33.33;4’500’000.00;150’003’593.10;127.85;133.35
20.Juli2012;EUR;34.24;4’500’000.00;154’087’832.12;131.33;137.03
19.Juli2012;EUR;34.46;4’500’000.00;155’065’428.72;132.17;137.91
18.Juli2012;EUR;34.31;4’500’000.00;154’402’039.99;131.60;137.32
17.Juli2012;EUR;33.95;4’500’000.00;152’754’913.86;130.20;135.83
16.Juli2012;EUR;33.91;4’500’000.00;152’574’251.99;130.04;135.66
13.Juli2012;EUR;33.86;4’500’000.00;152’367’957.35;129.87;135.48
12.Juli2012;EUR;33.44;4’500’000.00;150’457’670.53;128.24;133.75
11.Juli2012;EUR;33.74;4’500’000.00;151’814’703.59;129.39;134.97
10.Juli2012;EUR;33.54;4’500’000.00;150’918’307.15;128.63;134.17
09.Juli2012;EUR;33.20;4’500’000.00;149’409’631.29;127.34;132.80
06.Juli2012;EUR;33.39;4’500’000.00;150’268’653.47;128.08;133.58
05.Juli2012;EUR;33.80;4’500’000.00;152’096’923.67;129.64;135.22
04.Juli2012;EUR;33.78;4’500’000.00;151’998’975.10;129.55;135.14
03.Juli2012;EUR;33.92;4’500’000.00;152’644’240.06;130.10;135.72
02.Juli2012;EUR;33.32;4’500’000.00;149’936’584.90;127.79;133.28
29.Juni2012;EUR;32.65;4’500’000.00;146’929’951.53;125.23;130.57
28.Juni2012;EUR;31.74;4’500’000.00;142’833’609.34;121.74;126.99
27.Juni2012;EUR;31.65;4’500’000.00;142’404’538.04;121.37;126.63
26.Juni2012;EUR;30.98;4’500’000.00;139’413’452.99;118.83;123.93
25.Juni2012;EUR;31.04;4’500’000.00;139’689’488.65;119.06;124.16
22.Juni2012;EUR;31.48;4’500’000.00;141’654’898.77;120.74;125.92
21.Juni2012;EUR;32.06;4’500’000.00;144’249’358.09;122.95;128.26
20.Juni2012;EUR;32.62;4’500’000.00;146’796’007.86;125.12;130.58
19.Juni2012;EUR;32.56;4’500’000.00;146’514’004.53;124.88;130.33
18.Juni2012;EUR;31.99;4’500’000.00;143’958’973.93;122.70;128.02
15.Juni2012;EUR;32.12;4’500’000.00;144’529’034.47;123.19;128.54
14.Juni2012;EUR;31.45;4’480’321.00;140’897’149.27;120.62;125.81
13.Juni2012;EUR;31.65;4’480’321.00;141’817’305.71;121.40;126.64
12.Juni2012;EUR;31.83;4’480’321.00;142’596’166.89;122.07;127.34
11.Juni2012;EUR;31.55;4’480’321.00;141’352’900.05;121.01;126.22
08.Juni2012;EUR;31.45;4’480’321.00;140’915’305.57;120.63;125.81
07.Juni2012;EUR;31.77;4’480’321.00;142’323’191.16;121.84;127.09
06.Juni2012;EUR;31.33;4’480’321.00;140’355’602.93;120.15;125.31
05.Juni2012;EUR;30.58;4’480’321.00;137’013’733.38;117.29;122.28
04.Juni2012;EUR;30.37;4’480’321.00;136’077’791.95;116.49;121.44
01.Juni2012;EUR;30.55;4’480’321.00;136’892’852.41;117.19;122.16
31.Mai2012;EUR;31.12;4’480’321.00;139’421’072.96;119.35;124.44
30.Mai2012;EUR;31.24;4’480’321.00;139’945’371.63;119.80;124.91
29.Mai2012;EUR;31.94;4’480’321.00;143’102’359.96;122.50;127.90
28.Mai2012;EUR;31.66;4’480’321.00;141’840’120.23;121.42;126.76
25.Mai2012;EUR;31.74;4’480’321.00;142’195’370.38;121.73;127.07
24.Mai2012;EUR;31.61;4’480’321.00;141’618’147.45;121.23;126.55
23.Mai2012;EUR;30.92;4’480’321.00;138’528’485.00;118.59;123.76
22.Mai2012;EUR;31.65;4’480’321.00;141’795’521.34;121.39;126.72
21.Mai2012;EUR;31.04;4’630’321.00;143’746’335.78;119.07;124.35
18.Mai2012;EUR;30.86;4’630’321.00;142’887’992.12;118.36;123.61
17.Mai2012;EUR;31.12;4’630’321.00;144’083’402.86;119.35;124.65
16.Mai2012;EUR;31.57;4’630’321.00;146’168’824.43;121.08;126.46
15.Mai2012;EUR;31.66;4’730’321.00;149’739’450.92;121.41;126.81
14.Mai2012;EUR;31.89;4’730’321.00;150’828’702.62;122.29;127.74
11.Mai2012;EUR;32.60;4’730’321.00;154’208’778.90;125.04;130.63
10.Mai2012;EUR;32.49;4’805’321.00;156’135’363.39;124.62;130.19
09.Mai2012;EUR;31.99;4’805’321.00;153’703’335.79;122.68;128.15
08.Mai2012;EUR;32.26;4’805’321.00;155’025’835.01;123.74;129.26
07.Mai2012;EUR;33.05;4’805’321.00;158’813’069.76;126.76;132.42
04.Mai2012;EUR;32.76;4’805’321.00;157’408’628.00;125.64;131.25
03.Mai2012;EUR;33.77;4’805’321.00;162’287’469.88;129.53;135.32
02.Mai2012;EUR;33.72;4’805’321.00;162’055’378.42;129.35;135.13
30.Apr.2012;EUR;33.91;4’805’321.00;162’958’741.11;130.07;135.88
27.Apr.2012;EUR;33.99;4’805’321.00;163’351’605.17;130.38;136.21
26.Apr.2012;EUR;33.83;4’805’321.00;162’575’248.96;129.76;135.56
25.Apr.2012;EUR;33.25;4’907’321.00;163’178’640.67;127.54;133.23
24.Apr.2012;EUR;33.15;4’907’321.00;162’695’546.89;127.16;132.84
23.Apr.2012;EUR;32.76;4’907’321.00;160’765’696.04;125.65;131.25
20.Apr.2012;EUR;33.42;4’907’321.00;163’979’208.14;128.16;133.88
19.Apr.2012;EUR;33.38;5’052’321.00;168’660’166.17;128.04;133.75
18.Apr.2012;EUR;33.85;5’052’321.00;171’008’111.72;129.82;135.61
17.Apr.2012;EUR;33.94;5’102’321.00;173’155’531.48;130.16;135.97
16.Apr.2012;EUR;33.34;5’102’321.00;170’091’437.10;127.86;133.56
13.Apr.2012;EUR;33.55;5’102’321.00;171’163’164.08;126.81;132.46
12.Apr.2012;EUR;33.92;5’102’321.00;173’074’577.60;128.23;133.97
11.Apr.2012;EUR;33.81;5’102’321.00;172’522’288.10;127.82;133.53
10.Apr.2012;EUR;33.60;5’102’321.00;171’432’945.04;127.01;132.68
05.Apr.2012;EUR;34.72;5’102’321.00;177’149’010.41;131.25;137.15
04.Apr.2012;EUR;34.44;5’102’321.00;175’739’989.32;130.20;136.05
03.Apr.2012;EUR;35.07;5’102’321.00;178’938’175.10;132.57;138.57
02.Apr.2012;EUR;35.52;5’102’321.00;181’250’308.11;134.29;140.38
30.März2012;EUR;34.92;5’212’321.00;182’016’121.21;132.01;137.97
29.März2012;EUR;34.54;5’212’321.00;180’042’885.14;130.58;136.45
28.März2012;EUR;34.88;5’212’321.00;181’796’888.89;131.85;137.80
27.März2012;EUR;35.34;5’212’321.00;184’202’985.68;133.59;139.64
26.März2012;EUR;36.19;5’212’321.00;188’613’274.42;136.79;143.03
23.März2012;EUR;35.61;5’212’321.00;185’619’144.40;134.62;140.73
22.März2012;EUR;35.64;5’212’321.00;185’766’347.59;134.73;140.83
21.März2012;EUR;36.17;5’212’321.00;188’552’445.06;136.75;142.97
20.März2012;EUR;36.22;5’212’321.00;188’798’167.59;136.93;143.16
19.März2012;EUR;36.77;5’212’321.00;191’640’266.57;138.99;145.34
16.März2012;EUR;36.73;5’262’321.00;193’297’764.29;138.86;145.20
15.März2012;EUR;36.53;5’262’321.00;192’238’878.06;138.10;144.39
14.März2012;EUR;36.78;5’262’321.00;193’545’821.83;139.03;145.42
13.März2012;EUR;36.70;5’262’321.00;193’132’203.28;138.74;145.11
12.März2012;EUR;36.16;5’262’321.00;190’275’631.97;136.69;142.95
09.März2012;EUR;36.32;5’262’321.00;191’151’474.38;137.31;143.61
08.März2012;EUR;36.24;5’262’321.00;190’689’519.40;136.98;143.26
07.März2012;EUR;35.70;5’262’321.00;187’874’141.69;134.96;141.11
06.März2012;EUR;35.60;5’262’321.00;187’346’469.23;134.58;140.71
05.März2012;EUR;36.53;5’442’321.00;198’795’524.75;138.08;144.41
02.März2012;EUR;36.64;5’442’321.00;199’432’076.70;138.52;144.87
01.März2012;EUR;36.57;5’442’321.00;199’025’301.35;138.24;144.58
29.Feb.2012;EUR;36.24;5’442’321.00;197’249’782.48;137.01;143.28
28.Feb.2012;EUR;36.33;5’442’321.00;197’708’453.24;137.33;143.62
27.Feb.2012;EUR;36.41;5’442’321.00;198’146’820.78;137.63;143.94
24.Feb.2012;EUR;36.30;5’442’321.00;197’560’160.29;137.22;143.51
23.Feb.2012;EUR;36.11;5’442’321.00;196’545’418.70;136.52;142.75
22.Feb.2012;EUR;36.19;5’442’321.00;196’961’278.57;136.81;143.05
21.Feb.2012;EUR;36.19;5’442’321.00;196’942’504.98;136.80;143.03
20.Feb.2012;EUR;36.46;5’442’321.00;198’434’375.25;137.83;144.12
17.Feb.2012;EUR;36.11;5’289’821.00;190’999’283.13;136.49;142.69
16.Feb.2012;EUR;36.00;5’289’821.00;190’447’500.06;136.10;142.27
15.Feb.2012;EUR;35.92;5’289’821.00;190’032’833.16;135.80;141.96
14.Feb.2012;EUR;35.80;5’289’821.00;189’359’091.36;135.32;141.45
13.Feb.2012;EUR;35.74;5’289’821.00;189’047’478.53;135.10;141.22
10.Feb.2012;EUR;35.50;5’289’821.00;187’784’565.83;134.19;140.26
09.Feb.2012;EUR;35.64;5’349’821.00;190’664’716.17;134.73;140.82
08.Feb.2012;EUR;35.33;5’349’821.00;189’002’105.50;133.55;139.58
07.Feb.2012;EUR;35.37;5’349’821.00;189’212’411.79;133.70;139.73
06.Feb.2012;EUR;35.43;5’349’821.00;189’538’478.80;133.93;139.97
03.Feb.2012;EUR;35.34;5’349’821.00;189’080’971.77;133.61;139.62
02.Feb.2012;EUR;35.08;5’349’821.00;187’650’349.01;132.59;138.55
01.Feb.2012;EUR;35.06;5’349’821.00;187’585’657.85;132.55;138.50
31.Jan.2012;EUR;34.62;5’349’821.00;185’206’682.71;130.87;136.73
30.Jan.2012;EUR;34.01;5’349’821.00;181’947’717.46;128.57;134.31
27.Jan.2012;EUR;34.35;5’349’821.00;183’763’337.75;129.85;135.65
26.Jan.2012;EUR;34.94;5’349’821.00;186’947’374.55;132.10;138.02
25.Jan.2012;EUR;34.78;5’349’821.00;186’055’142.41;131.47;137.35
24.Jan.2012;EUR;35.00;5’349’821.00;187’269’726.79;132.33;138.26
23.Jan.2012;EUR;34.86;5’349’821.00;186’505’934.37;131.79;137.68
20.Jan.2012;EUR;34.57;5’349’821.00;184’941’728.99;130.68;136.52
19.Jan.2012;EUR;35.16;5’349’821.00;188’100’086.67;132.91;138.86
18.Jan.2012;EUR;35.01;5’349’821.00;187’297’438.91;132.35;138.26
17.Jan.2012;EUR;35.08;5’349’821.00;187’674’197.03;132.61;138.54
16.Jan.2012;EUR;34.77;5’349’821.00;185’994’499.99;131.42;137.29
13.Jan.2012;EUR;35.01;5’349’821.00;187’308’218.41;130.88;136.71
12.Jan.2012;EUR;35.12;5’349’821.00;187’883’564.60;131.28;137.14
11.Jan.2012;EUR;35.38;5’349’821.00;189’293’041.03;132.26;138.18
10.Jan.2012;EUR;36.00;5’349’821.00;192’615’869.03;134.59;140.66
09.Jan.2012;EUR;35.50;5’349’821.00;189’940’125.58;132.72;138.66
06.Jan.2012;EUR;35.55;5’349’821.00;190’161’740.07;132.87;138.82
05.Jan.2012;EUR;35.23;5’349’821.00;188’459’716.94;131.68;137.55
04.Jan.2012;EUR;35.36;5’349’821.00;189’163’502.42;132.17;138.07
03.Jan.2012;EUR;35.27;5’349’821.00;188’666’885.82;131.83;137.69
02.Jan.2012;EUR;34.66;5’349’821.00;185’402’056.43;129.55;135.17
30.Dez.2011;EUR;34.40;5’349’821.00;184’025’583.51;128.58;134.24
29.Dez.2011;EUR;34.22;5’349’821.00;183’068’427.72;127.92;133.52
28.Dez.2011;EUR;33.82;5’349’821.00;180’907’812.26;126.41;131.91
27.Dez.2011;EUR;34.12;5’349’821.00;182’517’126.55;127.53;133.11
23.Dez.2011;EUR;34.06;5’349’821.00;182’240’450.57;127.34;132.89
22.Dez.2011;EUR;33.63;5’349’821.00;179’939’415.64;125.73;131.18
21.Dez.2011;EUR;33.08;5’349’821.00;176’957’332.84;123.65;128.96
20.Dez.2011;EUR;33.15;5’349’821.00;177’355’774.76;123.92;129.25
19.Dez.2011;EUR;32.54;5’349’821.00;174’102’900.33;121.65;126.83
16.Dez.2011;EUR;32.75;5’349’821.00;175’201’555.03;122.42;127.60
15.Dez.2011;EUR;32.88;5’349’821.00;175’916’631.78;122.92;128.13
14.Dez.2011;EUR;32.75;5’349’821.00;175’223’422.60;122.43;130.39
13.Dez.2011;EUR;33.60;5’299’821.00;178’093’476.36;125.61;130.39
12.Dez.2011;EUR;32.95;5’299’821.00;174’644’503.29;123.18;130.39
09.Dez.2011;EUR;33.45;5’239’821.00;175’289’378.50;125.05;130.39
08.Dez.2011;EUR;32.98;5’239’821.00;172’785’824.69;123.27;128.49
07.Dez.2011;EUR;33.63;5’169’821.00;173’856’488.72;125.71;131.09
06.Dez.2011;EUR;33.68;5’169’821.00;174’121’578.14;125.90;131.29
05.Dez.2011;EUR;33.61;5’169’821.00;173’745’110.37;125.63;131.00
02.Dez.2011;EUR;33.33;5’169’821.00;172’332’802.97;124.61;129.91
01.Dez.2011;EUR;32.89;5’169’821.00;170’034’075.24;122.94;128.14
30.Nov.2011;EUR;33.14;5’169’821.00;171’350’798.23;123.90;129.15
29.Nov.2011;EUR;31.93;5’169’821.00;165’050’933.75;119.34;124.34
28.Nov.2011;EUR;31.73;5’169’821.00;164’013’479.25;118.59;123.54
25.Nov.2011;EUR;30.76;5’169’821.00;159’039’711.94;114.99;119.71
24.Nov.2011;EUR;30.30;5’169’821.00;156’661’461.78;113.28;117.89
23.Nov.2011;EUR;30.62;5’169’821.00;158’276’944.07;114.44;119.13
22.Nov.2011;EUR;31.02;5’169’821.00;160’366’840.23;115.95;120.73
21.Nov.2011;EUR;31.28;5’169’821.00;161’734’531.70;116.94;121.78
18.Nov.2011;EUR;32.40;5’169’821.00;167’487’155.30;121.10;126.20
17.Nov.2011;EUR;32.69;5’169’821.00;169’026’026.04;122.22;127.38
16.Nov.2011;EUR;33.14;5’119’821.00;169’694’543.59;123.90;129.16
15.Nov.2011;EUR;32.90;5’119’821.00;168’432’841.72;122.98;128.18
14.Nov.2011;EUR;32.96;5’119’821.00;168’766’387.41;123.22;128.44
11.Nov.2011;EUR;33.08;5’119’821.00;169’381’498.72;123.67;128.92
10.Nov.2011;EUR;32.58;5’069’821.00;165’170’072.69;121.78;126.91
09.Nov.2011;EUR;32.82;5’069’821.00;166’404’526.24;122.69;127.87
08.Nov.2011;EUR;33.18;5’069’821.00;168’202’523.87;124.02;129.29
07.Nov.2011;EUR;32.69;4’749’821.00;155’268’647.46;122.20;127.35
04.Nov.2011;EUR;32.60;4’749’821.00;154’844’258.20;121.86;126.99
03.Nov.2011;EUR;32.81;4’647’821.00;152’485’941.35;122.64;127.81
02.Nov.2011;EUR;32.39;4’647’821.00;150’528’198.03;121.06;126.20
01.Nov.2011;EUR;31.83;4’647’821.00;147’921’891.13;118.97;123.97
31.Okt.2011;EUR;32.81;4’647’821.00;152’476’808.66;122.63;127.84
28.Okt.2011;EUR;33.29;4’647’821.00;154’740’113.08;124.45;129.77
27.Okt.2011;EUR;33.58;4’647’821.00;156’050’964.65;125.51;130.88
26.Okt.2011;EUR;32.99;4’647’821.00;153’319’638.11;123.31;128.55
25.Okt.2011;EUR;32.80;4’647’821.00;152’432’638.23;122.60;127.80
24.Okt.2011;EUR;32.51;4’647’821.00;151’117’652.20;121.54;126.68
21.Okt.2011;EUR;32.52;4’647’821.00;151’134’561.01;121.55;126.69
